especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito,precisa_revisao,motivos_revisao,validacao,diferenca_justificada
Bovino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Diferença na apresentação da seringa (6 g para equinos).
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Diferença na apresentação da seringa (6 g para equinos).
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Diferença na apresentação da seringa (6 g para equinos).
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Diferença na apresentação da seringa (6,42 g para bovinos)."
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Diferença na apresentação da seringa (6,42 g para bovinos)."
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,"Diferença na apresentação da seringa (6,42 g para bovinos)."
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Uso não indicado para bovinos (produto específico para equinos).
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Uso não indicado para bovinos (produto específico para equinos).
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Uso não indicado para bovinos (produto específico para equinos).
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermeve Pour on,Solução Tópica (Pour-On),mL,Frasco de 1 L,False,Endectocida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco dosador de 1 L"" x Bovino=""Frasco de 1 L"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic + ad3e,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ivermectina - Ivermic 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ivermectina - Ivermin®,Solução Injetável,mL,Frasco de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
