especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito
Bovino,Ivermectina - Ivergold,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivergold,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Iverjex 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Iverjex 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,"Ivermectina - Ivermax Gold® - Ivermectina 3,5%",Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermax® - Ivermectina 1%,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectan,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Bravet,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% J.A,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina 1% Vansil,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Dechra,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,Seringa de 6 g,False,Endectocida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Jofadel Pasta Oral,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 6 g"" x Bovino=""Seringa de 6,42 g"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina Pasta Oral Vilavet,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectocida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermectina UCB Pasta Para Equinos,Pasta Oral,g,"Seringa de 6,42 g",False,Endectoparasiticida,Oral,"CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermeve,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Equino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectocida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
Bovino,Ivermectina - Ivermeve 1% Injetável,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 500 mL"" x Bovino=""Frasco de 500 mL"") | CROSS_ESPECIE(classificacao: Equino=""Endectocida"" x Bovino=""Endectoparasiticida"")"
